dumbbell-deadlift-to-press,Dumbbell,front_quads (40.0%)
dumbbell-internal-rotation,Dumbbell,
barbell-landmine-press,"Barbell, Landmine",
seated-dumbbell-hammer-curl-to-press,"Dumbbell, Hammer",
incline-pike-push-up,Bodyweight,
bodyweight-internal-rotation,Bodyweight,
alternating-cable-overhead-press,Cables,
yoga-ball-dumbbell-hammer-curl-to-press,"Dumbbell, Yoga Ball, Hammer",
seated-med-ball-curl-to-press,Medball,
med-ball-overhead-lunge,Medball,back_glutes (40.0%)
floor-reach,Bodyweight,
bosu-half-burpee,Bosu,"back_glutes (40.0%), front_abs (40.0%), front_chest (40.0%), front_hip_flexors (40.0%)"
dumbbell-man-maker-push-up,Dumbbell,"back_lats (40.0%), front_abs (40.0%), front_biceps (40.0%), front_hip_flexors (40.0%), front_quads (40.0%)"
bosu-plank-to-push-up,Bosu,
dumbbell-incline-bench-press,"Bench, Dumbbell",
dumbbell-overhead-lunge-hold,Dumbbell,back_glutes (40.0%)
dumbbell-firemans-carry,Dumbbell,front_obliques (40.0%)
med-ball-overhead-press,Medball,
dumbbell-upright-row,Dumbbell,front_traps (40.0%)
hammer-machine-overhead-press,"Machine, Hammer",
cable-overhead-press,Cables,
bear-crawl,Bodyweight,front_chest (40.0%)
seated-cable-overhead-press,Cables,
med-ball-around-the-world,Medball,
cable-front-raise,Cables,
kettlebell-overhead-press,Kettlebell,
seated-dumbbell-overhead-press,Dumbbell,
alternating-band-overhead-press,Bands,
half-kneeling-kettlebell-overhead-press,Kettlebell,
dumbbell-overhead-walk,Dumbbell,front_abs (40.0%)
kettlebell-firemans-carry,Kettlebell,front_obliques (40.0%)
cable-high-row,Cables,"back_lats (40.0%), front_traps (40.0%)"
med-ball-deadlift-to-press,Medball,front_quads (40.0%)
med-ball-overhead-walk,Medball,front_abs (40.0%)
kettlebell-lateral-raise,Kettlebell,
med-ball-incline-bench-press,"Bench, Medball",
battle-ropes-shoulder-rotation,Battle Ropes,front_biceps (40.0%)
barbell-overhead-lunge-hold,Barbell,back_glutes (40.0%)
plank-to-push-up,Bodyweight,
shoulder-tap-to-push-up,Bodyweight,front_abs (40.0%)
high-side-plank,Bodyweight,front_abs (40.0%)
dumbbell-devils-press,Dumbbell,front_abs (40.0%)
band-external-rotation,Bands,
cable-external-rotation,Cables,
dumbbell-lateral-raise,Dumbbell,
